title,authors,categories,average_rating,ratings_count
Collected Prose,Paul Auster,Literary Collections,4.04,272.0
Saints at the River,Ron Rash,Fiction,3.8,2853.0
Chemistry and Other Stories,Ron Rash,Fiction,4.19,576.0
Vita,Melania G. Mazzucco,Fiction,3.74,528.0
Night Draws Near,Anthony Shadid,History,4.11,614.0
A Woman in Berlin,Anonymous,Biography & Autobiography,4.32,5754.0
The Brooklyn Follies,Paul Auster,Fiction,3.83,17317.0
Limitations,Scott Turow,Fiction,3.33,1681.0
The Price of the Ticket,James Baldwin,Literary Criticism,4.7,396.0
The Humanoids,Jack Williamson,Fiction,3.75,880.0
"The Demon Princes, Vol. 1",Jack Vance,Fiction,4.25,1109.0
The Memory of Whiteness,Kim Stanley Robinson,Fiction,3.56,431.0
Xenocide,Orson Scott Card,Fiction,3.79,115661.0
Ports of Call,Jack Vance,Fiction,3.53,395.0
"The Demon Princes, Vol. 2",Jack Vance,Fiction,4.3,641.0
Jack of Kinrowan,Charles de Lint,Fiction,4.11,3648.0
Lurulu,Jack Vance,Fiction,3.58,268.0
The Land of Laughs,Jonathan Carroll,Fiction,3.9,4218.0
Tales of the Dying Earth,Jack Vance,Fiction,4.14,3919.0
The Fantasies of Robert A. Heinlein,Robert A. Heinlein,Fiction,3.9,774.0
Songmaster,Orson Scott Card,Fiction,3.73,6307.0
Lovelock,Orson Scott Card;Kathryn H. Kidd,Fiction,3.46,2115.0
Duel,Richard Matheson,Fiction,4.05,1752.0
The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,Fiction,4.3,3964.0
Sword & Citadel,Gene Wolfe,Fiction,4.31,9103.0
The Starry Rift,James Tiptree,Fiction,3.82,220.0
Pacific Edge,Kim Stanley Robinson,Fiction,3.78,1154.0
Devil's Backbone,Terry C. Johnston,Fiction,4.17,102.0
The Circle,David Poyer,Fiction,4.08,337.0
Faking It,Jennifer Crusie,Fiction,3.92,16443.0
Welcome to Temptation,Jennifer Crusie,Fiction,3.95,28454.0
Full Bloom,Janet Evanovich;Charlotte Hughes,Fiction,3.81,11877.0
Full Scoop,Janet Evanovich;Charlotte Hughes,Fiction,3.79,11908.0
The Damned,L. A. Banks,Fiction,4.28,1975.0
The Cursed One,Ronda Thompson,Fiction,4.02,998.0
A Quiver Full of Arrows,Jeffrey Archer,Fiction,3.78,8944.0
The Hunted,L. A. Banks,Fiction,4.14,2705.0
The Forbidden,L. A. Banks,Fiction,4.27,2115.0
When the Lion Feeds,Wilbur Smith,Fiction,4.18,9802.0
A Sparrow Falls,Wilbur Smith,Fiction,4.17,4772.0
The Unfortunate Miss Fortunes,Jennifer Crusie;Eileen Dreyer;Anne Stuart,Fiction,3.47,3219.0
Hot Stuff,Janet Evanovich;Leanne Banks,Fiction,3.74,9068.0
Two for the Dough,Janet Evanovich,Fiction,4.11,2441.0
The Edge of Honor,P. T. Deutermann,Fiction,3.96,162.0
Wings of Fire,Charles Todd,Fiction,3.99,4787.0
All Creatures Great and Small,James Herriot,Biography & Autobiography,4.32,65381.0
The Lord God Made Them All,James Herriot,Biography & Autobiography,4.41,12547.0
Four to Score,Janet Evanovich,Fiction,4.17,114593.0
"Thrones, Dominations",Dorothy L. Sayers;Jill Paton Walsh,Fiction,3.88,162.0
Black Coffee,Agatha Christie,Fiction,3.48,9592.0
El Paso,Matt Braun,Fiction,3.4,22.0
Search the Dark,Charles Todd,Fiction,4.0,3717.0
What the Corpse Revealed,Hugh Miller,True Crime,3.79,288.0
Name Dropping,Rachael F. Heller,Fiction,3.53,687.0
Seven Up,Janet Evanovich,Fiction,4.16,101029.0
Hardcase,Dan Simmons,Fiction,3.69,1067.0
Warlock,Wilbur Smith,Fiction,4.04,10830.0
Crooked House,Agatha Christie,Fiction,4.02,22176.0
Abandoned Prayers,Gregg Olsen,True Crime,3.78,1410.0
The Sigma Protocol,Robert Ludlum,Fiction,3.79,9116.0
True Believers,Jane Haddam,Fiction,3.88,231.0
Full Blast,Janet Evanovich;Charlotte Hughes,Fiction,3.82,12104.0
Hard Eight,Janet Evanovich,Fiction,4.17,99289.0
Eleven on Top,Janet Evanovich,Fiction,4.16,89961.0
Minion,L. A. Banks,Fiction,3.44,5437.0
The Janson Directive,Robert Ludlum,Fiction,3.86,7098.0
The Tristan Betrayal,Robert Ludlum,Fiction,3.83,5810.0
The Ambler Warning,Robert Ludlum,Fiction,3.72,9104.0
Robert Ludlum's The Moscow Vector,Robert Ludlum;Patrick Larkin,Fiction,3.98,6218.0
The Firefly,P. T. Deutermann,Fiction,3.76,301.0
As the Crow Flies,Jeffrey Archer,Fiction,4.08,15772.0
Dakota,Matt Braun,Fiction,3.69,30.0
The Fantastic Vampire,James Craig Holte,Literary Criticism,0.0,0.0
From Hinton to Hamlet,Sarah K. Herz;Donald R. Gallo,Literary Criticism,4.01,62.0
SantaKid,James Patterson,Juvenile Fiction,3.89,850.0
Trials of Death,Darren Shan,Juvenile Fiction,4.25,23943.0
Oblivion,David Foster Wallace,Fiction,4.07,10211.0
Julie and Julia,Julie Powell,Biography & Autobiography,3.7,2229.0
The Truth of the Matter,Robb Forman Dew,Fiction,3.06,187.0
The Beatles,Bob Spitz,Biography & Autobiography,4.15,8735.0
Twilight,Stephenie Meyer,Young Adult Fiction,3.59,4367341.0
Cirque Du Freak #10: The Lake of Souls,Darren Shan,Young Adult Fiction,4.19,18011.0
The Terror,Dan Simmons,Fiction,4.05,28640.0
Hollywood Station,Joseph Wambaugh,Fiction,3.72,2030.0
The Harry Bosch Novels,Michael Connelly,Fiction,4.34,1966.0
Consider the Lobster,David Foster Wallace,Literary Criticism & Collections,4.25,30787.0
The Bookseller of Kabul,Asne Seierstad,Biography & Autobiography,3.77,33499.0
Yiddish with Dick and Jane,Ellis Weiner;Barbara Davilman,Humor,3.91,365.0
The Lovely Bones,Alice Sebold,Fiction,3.79,5776.0
Blink,Malcolm Gladwell,Business & Economics,3.92,4089.0
Paint it Black,Janet Fitch,Fiction,3.48,9884.0
"The World Treasury of Physics, Astronomy, and Mathematics",Timothy Ferris;Clifton Fadiman,Education,4.12,361.0
White Oleander,Janet Fitch,Fiction,3.95,3031.0
Midnight Riders,Scott Freeman,Music,3.98,268.0
The Magus,John Fowles,Fiction,4.05,36909.0
Mythology,Edith Hamilton,Social Science,3.99,34223.0
"Last Lion, The: Volume 1",William Manchester,Biography & Autobiography,4.43,328.0
Candy,Mian Mian,Fiction,3.31,1137.0
The Black Veil,Rick Moody,Family & Relationships,3.06,391.0
"Harry Bosch Novels, The: Volume 2",Michael Connelly,Fiction,4.48,1952.0
Miracle on the 17th Green,James Patterson;Peter De Jonge,Fiction,3.66,3558.0
The Ice Storm,Rick Moody,Fiction,3.67,4482.0
Gossip Girl #6: You're the One That I Want,Cecily von Ziegesar,Juvenile Fiction,3.71,17665.0
The Catcher in the Rye,J.D. Salinger,Fiction,3.8,18849.0
Mind Over Money,John W. Schott;Jean S. Arbeiter,Business & Economics,2.67,3.0
Strangers from a Different Shore,Ronald Takaki,History,4.12,851.0
Stephen King Omnibus,Stephen King,New England,4.29,489.0
Vampire Mountain,Darren Shan,Juvenile Fiction,4.17,25759.0
An Unfinished Life,Robert Dallek,Biography & Autobiography,4.07,7695.0
Gossip Girl #1,Cecily von Ziegesar,Young Adult Fiction,3.51,53230.0
Gossip Girl #3: All I Want is Everything,Cecily von Ziegesar,Young Adult Fiction,3.55,16202.0
A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,Humor,4.27,702.0
Brideshead Revisited,Evelyn Waugh,Fiction,4.0,76839.0
The Complete Stories of Evelyn Waugh,Evelyn Waugh,Fiction,4.0,743.0
Don't Stop the Carnival,Herman Wouk,Fiction,3.93,2580.0
Youngblood Hawke,Herman Wouk,Fiction,4.02,1208.0
American Government,Karen O'Connor;Larry Sabato,Political Science,2.95,1.0
Essentials of American Government,Karen O'Connor;Larry J. Sabato,Political Science,3.5,4.0
The Non-designer's Web Book,Robin Williams;John Tollett,Computers,3.65,205.0
Don't Make Me Think!,Steve Krug,Computers,4.24,7623.0
"Mary Wollstonecraft Shelley's Frankenstein, or, The modern Prometheus",Mary Wollstonecraft Shelley;Susan J. Wolfson,Fiction,3.78,226.0
Oscar Wilde's The Picture of Dorian Gray,Oscar Wilde;Andrew Elfenbein,Fiction,4.07,119.0
Andrew Carnegie and the Rise of Big Business,Harold C. Livesay,Biography & Autobiography,3.27,28.0
The Power of One,Louis E. Catron,Performing Arts,3.79,10.0
The Little Prince,Antoine de Saint-Exupéry;Katherine Woods,"Children's literature, French",4.3,50.0
The Thirteenth Tribe,Arthur Koestler,Jews,3.91,9.0
Running in the Family,Michael Ondaatje,"Authors, Canadian",3.84,123.0
The Circus of Adventure,Enid Blyton,Juvenile Fiction,4.1,1856.0
The Island of Adventure,Enid Blyton,Abandoned mines,4.06,3020.0
The African Trilogy,Chinua Achebe,English fiction,4.28,237.0
A Gift of Wings,Richard Bach,Air pilots,3.79,1636.0
The Orchard Keeper,Cormac McCarthy,Community life,3.55,5392.0
The Real Frank Zappa Book,Frank Zappa;Peter Occhiogrosso,Rock musicians,4.14,4765.0
A Dangerous Fortune,Ken Follett,"Banks and banking, British",4.03,147.0
The Border Trilogy,Cormac McCarthy,Fiction,4.43,319.0
Misreadings,Umberto Eco,Literary Criticism,3.86,694.0
Vurt,Jeff Noon,Brothers and sisters,4.06,412.0
In Pharaoh's Army,Tobias Wolff,"Authors, American",4.08,21.0
The Reality Dysfunction,Peter F. Hamilton,English fiction,4.14,26269.0
Paper Money,Ken Follett,Conspiracies,3.31,94.0
An Unquiet Mind,Kay Redfield Jamison,Biography & Autobiography,4.05,297.0
The Golden Key,Melanie Rawn;Jennifer Roberson;Kate Elliott,Families,3.81,34.0
Into the Wild,Jon Krakauer,True Crime,3.97,1268.0
A Second Chance at Eden,Peter F. Hamilton,Science fiction,4.02,3844.0
The Memoirs of Cleopatra,Margaret George,Egypt,4.18,15260.0
Just Disgusting!,Andy Griffiths,Australian fiction,3.81,67.0
Bridget Jones,Helen Fielding,Diary fiction,3.56,957.0
Rumer Godden,Anne Chisholm,British,3.83,9.0
Hot Six,Janet Evanovich,Bail bond agents,4.19,300.0
The Sign of the Cross,Colm Tóibín,Catholics,3.8,21.0
Them,Jon Ronson,Political leadership,3.95,991.0
Just as Long as We're Together,Judy Blume,Families,4.07,9190.0
Hour Game,David Baldacci,Fiction,3.97,204.0
Bosnia,Noel Malcolm,Bosnia and Hercegovina,4.06,33.0
Every Boy's Got One,Meg Cabot,Americans,3.77,20562.0
Under the Banner of Heaven,Jon Krakauer,Mormon fundamentalism,3.99,126672.0
Downsize This!,Michael Moore,American Wit And Humour,3.62,4102.0
Marching Powder,Rusty Young,Cocaine industry,4.25,869.0
Absolute Power,David Baldacci,Murder,4.16,79864.0
Chasing the Monsoon,Alexander Frater,India,3.96,1065.0
Indecision,Benjamin Kunkel,Fiction,2.86,2486.0
Blackout,John J. Nance,Bombings,3.93,552.0
American Psycho,Bret Easton Ellis,American fiction,3.82,835.0
The Mimic Men,V. S. Naipaul,British,3.39,809.0
A Bend in the River,V. S. Naipaul,Fiction,3.77,12714.0
The Enigma of Arrival,V. S. Naipaul,England,3.69,994.0
A House for Mr Biswas,Vidiadhar Surajprasad Naipaul,Autonomy (Psychology).,3.82,14782.0
The Hunters,Claire Messud,American fiction,3.4,384.0
Dirt Music,Tim Winton,Fiction,3.86,9121.0
The Hitchhiker's Guide to the Galaxy,Douglas Adams,"Dent, Arthur (Fictitious character)",4.22,2918.0
Ragtime,E. L. Doctorow,Fiction,3.88,57.0
City on the Seine,Andrew P. Trout,Paris (France),4.17,0.0
Fire on the Mountain (Hb),Adam Hochschild,Antislavery movements,4.27,13.0
"The Poet, the Warrior, the Prophet",Rubem A. Alves,Religion,4.43,25.0
From Russia with Love,Ian Fleming,Adventure stories,3.89,10.0
Casino Royale,Ian Fleming,"Bond, James (Fictitious character)",3.73,54.0
The Walls of Spyte,Dave Morris;Oliver Johnson;Jamie Thomson;Russ Nicholson;Geoff Wingate,Fantasy,4.33,22.0
How the Irish Saved Civilization,Thomas Cahill,Books,3.81,88.0
Escape,James Clavell,Fiction,3.62,258.0
Flatmates,Chris Manby,Apartments,3.53,207.0
Crucifix Lane,Kate Mosse,London (England),3.4,41.0
Shōgun,James Clavell,British,4.38,4863.0
Whirlwind,James Clavell,Fiction,3.81,5444.0
Running Away from Richard,Chris Manby,Actresses,3.47,378.0
"The Road to War, 1933-1939",Andrew Hunt,Germany,0.0,0.0
Five on a Treasure Island,Enid Blyton,Adventure stories,4.08,18308.0
Five Go Adventuring Again,Enid Blyton,Children's stories,4.01,11757.0
Five Go to Smuggler's Top,Enid Blyton,Children's stories,4.05,11708.0
Five Get Into a Fix,Enid Blyton,"Adventure stories, English",3.93,4706.0
Five Have a Mystery to Solve,Enid Blyton,Children's stories,3.9,5136.0
On Writing,Stephen King,"Authors, American",4.33,1072.0
Girl Meets Ape,Chris Manby,Animal sanctuaries,3.44,526.0
The Waste Lands,Stephen King,Adventure fiction,4.24,1073.0
The Art of Happiness at Work,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler,Buddhism,4.16,1583.0
Stranger in a Strange Land,Robert A. Heinlein,Science fiction,3.92,563.0
Interstellar Pig,William Sleator,Human-alien encounters,3.88,2067.0
Nightingale's Song,Kate Pennington,Juvenile Fiction,3.0,40.0
The Secret Seven,Enid Blyton,Adventure fiction,3.86,6615.0
A Fish Dinner in Memison,Eric Rucker Eddison,Fantasy,3.87,30.0
Tales of the Cthulhu Mythos,Howard Phillips Lovecraft,Horror tales,4.2,20.0
Visions from Nowhere,William Arrow,Science fiction,3.23,10.0
The best of Philip K. Dick,Philip K. Dick,Fiction,4.22,614.0
"Sir Gawain and the Green Knight, Pearl, and Sir Orfeo",J.R.R. Tolkien,Fiction,3.97,1240.0
The Centurions,Damion Hunter,Fiction,4.14,34.0
Story of O,Pauline Réage,Fiction,3.33,11942.0
The Crucible of Time,John Brunner,Fiction,3.71,24.0
On a pale horse,Piers Anthony,Fiction,4.13,152.0
"Job, a Comedy of Justice",Robert Anson Heinlein,Fiction,3.78,15580.0
Bridge of Birds,"Barry Hughart;E. E. ""Doc"" Smith;Joel Rosenbreg;Kathryn Lance;Lin Carter",Fantasy,4.29,8786.0
With Friends Like These,Alan Dean Foster,Fiction,3.94,2233.0
The Doom that Came to Sarnath,Howard Phillips Lovecraft,Fiction,4.12,2734.0
Mission to Moulokin,Alan Dean Foster,Fiction,3.86,34.0
The Belgariad Boxed Set,David Eddings,Fiction,4.27,13225.0
The Tolkien Reader,J. R. R. Tolkien,Fiction,3.99,4092.0
The Dragons of Eden,Carl Sagan,Nature,4.17,14974.0
The Best of H.P. Lovecraft,H. P. Lovecraft,Fiction,4.31,26613.0
The Adversary,Julian May,Science,4.22,4286.0
Five Patients,Michael Crichton,Social Science,3.48,4717.0
Douglas Adams's Starship Titanic,Terry Jones,Fiction,3.6,864.0
Anne Rice's the Vampire Lestat,Faye Perozich;Anne Rice;Daerick Gross,Humor,4.19,67983.0
The Book of Lost Tales,John Ronald Reuel Tolkien,Fiction,3.83,10413.0
Long Distance Life,Marita Golden,African American families,3.84,15896.0
The Proud Highway,Hunter S. Thompson,Biography & Autobiography,4.14,2898.0
The Transition of H.P. Lovecraft,Howard Phillips Lovecraft,Fiction,4.3,9380.0
A history of God,Karen Armstrong,God (Christianity),3.87,1298.0
The Battle for God,Karen Armstrong,Religion,3.93,5573.0
Better Than Sex,Hunter S. Thompson,Language Arts & Disciplines,3.76,4305.0
First King of Shannara,Terry Brooks,Fiction,3.96,841.0
Ilse Witch,Terry Brooks,Fiction,3.96,15491.0
Waterborn,J. Gregory Keyes,Fiction,3.8,74.0
Cry to Heaven,Anne Rice,Fiction,3.84,17761.0
The Vampire Companion,Katherine M. Ramsland;Anne Rice,Fiction,3.93,4704.0
Starshield Sentinels,Margaret Weis;Tracy Hickman,Fiction,3.51,179.0
The Mantle of Kendis-Dai,Margaret Weis;Tracy Hickman,Fiction,3.61,191.0
The Children of Henry VIII,Alison Weir,Biography & Autobiography,4.04,10834.0
The demon-haunted world,Carl Sagan,"Body, Mind & Spirit",4.27,47399.0
Twister,Michael Crichton;Anne-Marie Martin,Motion picture plays,3.63,17.0
Does Anybody Have a Problem with That?,Bill Maher,Humor,3.49,181.0
Friday,Robert Anson Heinlein,Fiction,3.83,22702.0
The 158-Pound Marriage,John Irving,Fiction,3.24,11124.0
The Princess Bride,William Goldman,Fiction,4.26,673146.0
Reunion,Alan Dean Foster,Fiction,3.87,1339.0
Mostly Harmless,Douglas Adams,Fiction,3.97,72235.0
"Life, the Universe and Everything",Douglas Adams,Fiction,4.2,158946.0
The Eight,Katherine Neville,Fiction,3.92,530.0
The Queen of the Damned,Anne Rice,Fiction,3.88,118857.0
The Tale of the Body Thief,Anne Rice,Fiction,3.72,71219.0
While I Was Gone,Sue Miller,Fiction,3.68,232.0
Merrick,Anne Rice,FICTION,3.72,34824.0
The Straight Dope,Cecil Adams;Ed Zotti,Humor,4.19,581.0
Nightsword,Margaret Weis;Tracy Hickman,Fiction,3.66,155.0
The Virtues of Aging,Jimmy Carter,Biography & Autobiography,3.51,196.0
Trust Fund,Stephen Frey,Fiction,3.72,587.0
"Star Wars, Episode I",George Lucas,Fiction,3.92,257.0
The King of Elfland's Daughter,Edward John Moreton Drax Plunkett Baron Dunsany,Fiction,3.84,4718.0
Omerta,Mario Puzo,Fiction,3.7,11872.0
The Genome War,James Shreeve,Science,3.81,259.0
The Analects of Confucius,Confucius;Roger T. Ames;Henry Rosemont,Fiction,3.84,164.0
The Real James Herriot,James Wight;Jim Wight,Biography & Autobiography,4.2,4178.0
Angel Fire East,Terry Brooks,Fiction,4.1,546.0
Morgawr,Terry Brooks,Fiction,3.97,13817.0
Tanequil,Terry Brooks,Fiction,3.98,10507.0
The Dress Lodger,Sheri Holman,Fiction,3.57,6574.0
Henry VIII,Alison Weir,Biography & Autobiography,4.17,10137.0
The Case of the Curious Bride,Erle Stanley Gardner,Fiction,3.86,1519.0
The Courtesan,Susan Carroll,Fiction,3.9,2186.0
The Collapse of the Common Good,Philip K. Howard,Political Science,3.92,58.0
Drowning Ruth,Christina Schwarz,Fiction,3.74,72319.0
The Best of Lester Del Rey,Lester Del Rey,Fiction,3.8,73.0
I Am the One that I Want,Margaret Cho,Humor,3.69,1437.0
Schmidt Delivered,Louis Begley,Fiction,3.59,104.0
Black House,Stephen King;Peter Straub,Fiction,4.0,368.0
My Movie Business,John Irving,Biography & Autobiography,3.33,1098.0
The Dark Arena,Mario Puzo,Fiction,3.35,1515.0
The Sicilian,Mario Puzo,Fiction,3.96,15801.0
Time to Be in Earnest,P. D. James,Biography & Autobiography,3.94,479.0
The Silent Gondoliers,William Goldman,Fiction,3.8,1290.0
Welcome to the Great Mysterious,Lorna Landvik,Fiction,3.77,2353.0
While I was Gone,Sue Miller,Fiction,3.68,55166.0
A Stroke of Midnight,Laurell K. Hamilton,Fiction,4.07,28124.0
The Talisman,Stephen King;Peter Straub,Fiction,4.13,2229.0
Lights Out,Peter Abrahams,Fiction,3.66,207.0
Edge of Victory II,Greg Keyes,Fiction,3.77,6333.0
Death in Holy Orders,P. D. James,Fiction,3.92,9511.0
A Chosen Few,Mark Kurlansky,History,3.87,45.0
Boogaloo on 2nd Avenue,Mark Kurlansky,Fiction,3.15,182.0
Star Wars,Daniel Wallace,Fiction,3.96,355.0
Flinx's Folly,Alan Dean Foster,Fiction,3.94,1729.0
Clay's Quilt,Silas House,Fiction,3.95,2588.0
Sunstorm,Arthur Charles Clarke;Stephen Baxter,Fiction,3.83,3894.0
The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,Fiction,4.38,240189.0
Shadow Dance,Julie Garwood,Fiction,4.0,10943.0
1968,Mark Kurlansky,History,3.78,1933.0
The Probable Future,Alice Hoffman,Fiction,3.83,11612.0
The Belgariad V.2,David Eddings,Fantasy,4.28,14129.0
The Vampire Chronicles Collection,Anne Rice,Fiction,4.27,481.0
Altered Carbon,Richard K. Morgan,Fiction,4.06,52810.0
Market Forces,Richard K. Morgan,Fiction,3.59,5398.0
Tales Before Tolkien,Douglas A. Anderson,Fiction,3.94,1119.0
Body Double,tess girritsen,Fiction,4.18,34772.0
Lost and Found,Alan Dean Foster,Fiction,3.68,702.0
The Light-Years Beneath My Feet,Alan Dean Foster,Fiction,3.73,445.0
To The Last Man,Jeff Shaara,Fiction,4.22,4656.0
Sliding Scales,Alan Dean Foster,Fiction,3.87,1149.0
Running from the Deity,Alan Dean Foster,Fiction,3.8,1025.0
Judas Unchained,Peter F. Hamilton,Fiction,4.31,707.0
The Swarm War,Troy Denning,Fiction,3.49,3756.0
Yoda,Sean Stewart,Fiction,3.88,3889.0
The Fourth Hand,John Irving,Fiction,3.31,24758.0
Bloodcurdling Tales of Horror and the Macabre: The Best of H. P. Lovecraft,H. P. Lovecraft,Fiction,3.96,1018.0
Saving Fish from Drowning,Amy Tan,Fiction,3.43,26172.0
A Parchment of Leaves,Silas House,Fiction,4.17,3049.0
The Heritage of Shannara,Terry Brooks,Fiction,4.28,3548.0
All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,Self-Help,4.03,16935.0
Perfect Nightmare,John Saul,Fiction,3.89,3607.0
The Franklin Affair,Jim Lehrer,Fiction,3.12,141.0
Oh My Stars,Lorna Landvik,Fiction,3.89,5339.0
The Chronicles of Riddick,Alan Dean Foster,Fiction,3.95,1352.0
The Amateur Marriage,Anne Tyler,Fiction,3.61,12584.0
The Guns of August,Barbara Wertheim Tuchman,History,4.18,40624.0
Wish You Were Here,Nick Webb,Biography & Autobiography,4.14,2548.0
The Fortunate Pilgrim,Mario Puzo,Biography & Autobiography,3.82,3074.0
The Vampire Lestat,Anne Rice,Fiction,4.07,152168.0
Vanish,Tess Gerritsen,Fiction,4.12,45210.0
Darth Bane,Drew Karpyshyn,Fiction,4.27,15796.0
Tempest,Troy Denning,Fiction,3.82,5577.0
Tsubasa,CLAMP (Mangaka group),Juvenile Fiction,4.29,3392.0
